date,region,event_count_1d,severity_sum_1d,demand_up_score_1d,demand_down_score_1d,outage_score_1d,extreme_weather_score_1d,market_stress_score_1d,llm_confidence_mean_1d,event_count_3d,severity_sum_3d,demand_up_score_3d,demand_down_score_3d,outage_score_3d,extreme_weather_score_3d,market_stress_score_3d,llm_confidence_mean_3d,event_count_7d,severity_sum_7d,demand_up_score_7d,demand_down_score_7d,outage_score_7d,extreme_weather_score_7d,market_stress_score_7d,llm_confidence_mean_7d
2021-03-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.19166666666666665,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.16428571428571428
2021-03-28,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.16428571428571428
2021-03-29,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.675,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.225,3.0,1.9500000000000002,0.85,0.0,0.0,0.0,0.85,0.26071428571428573
2021-03-30,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.225,3.0,1.9500000000000002,0.85,0.0,0.0,0.0,0.85,0.26071428571428573
2021-03-31,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.225,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.17857142857142858
2021-04-01,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09642857142857143
2021-04-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09642857142857143
2021-04-03,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09642857142857143
2021-04-04,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09642857142857143
2021-04-05,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.8625,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.28750000000000003,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.12321428571428572
2021-04-13,NSW1,1.0,0.85,0.85,0.0,0.0,0.0,0.85,0.75,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.0,0.85,0.5375,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.23035714285714287
2021-04-14,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.0,0.85,0.5375,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.23035714285714287
2021-04-15,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.0,0.85,0.45,3.0,1.9500000000000002,0.85,0.0,0.0,0.0,0.85,0.3160714285714286
2021-04-16,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.6000000000000001,2.0,1.4000000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.4000000000000001,4.0,2.8,1.7,0.0,0.85,0.0,0.85,0.4017857142857143
2021-04-17,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4000000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.4000000000000001,4.0,2.8,1.7,0.0,0.85,0.0,0.85,0.4017857142857143
2021-04-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.20000000000000004,4.0,2.8,1.7,0.0,0.85,0.0,0.85,0.4017857142857143
2021-04-19,NSW1,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.7,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.0,0.85,0.2333333333333333,5.0,3.6500000000000004,2.55,0.0,0.85,0.0,1.7,0.3785714285714286
2021-04-20,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.0,0.85,0.2333333333333333,4.0,2.8,1.6999999999999997,0.0,0.85,0.0,0.85,0.27142857142857146
2021-04-21,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.0,0.85,0.2333333333333333,4.0,2.8,1.6999999999999997,0.0,0.85,0.0,0.85,0.27142857142857146
2021-04-22,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.25,1.6999999999999997,0.0,0.85,0.0,0.85,0.18571428571428572
2021-04-23,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.09999999999999999
2021-04-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.09999999999999999
2021-04-25,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.0,0.0,0.85,0.09999999999999999
2021-04-26,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.6625000000000001,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.22083333333333335,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-06,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.22083333333333335,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-07,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.22083333333333335,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-08,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-09,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-10,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09464285714285715
2021-05-12,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-19,NSW1,3.0,1.9500000000000002,0.85,0.0,0.0,0.85,0.0,0.6791666666666667,3.0,1.9500000000000006,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.2263888888888889,3.0,1.9500000000000002,0.85,0.0,0.0,0.8500000000000002,0.0,0.09702380952380953
2021-05-20,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9500000000000006,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.2263888888888889,3.0,1.9500000000000002,0.85,0.0,0.0,0.8500000000000002,0.0,0.09702380952380953
2021-05-21,NSW1,1.0,0.85,0.85,0.0,0.0,0.85,0.0,0.575,4.0,2.8000000000000007,1.7000000000000004,0.0,0.0,1.7000000000000002,0.0,0.41805555555555557,4.0,2.8000000000000003,1.7,0.0,0.0,1.7000000000000002,0.0,0.17916666666666667
2021-05-22,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.19166666666666665,4.0,2.8000000000000003,1.7,0.0,0.0,1.7000000000000002,0.0,0.17916666666666667
2021-05-23,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.19166666666666665,4.0,2.8000000000000003,1.7,0.0,0.0,1.7000000000000002,0.0,0.17916666666666667
2021-05-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8000000000000003,1.7,0.0,0.0,1.7000000000000002,0.0,0.17916666666666667
2021-05-25,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8000000000000003,1.7,0.0,0.0,1.7000000000000002,0.0,0.17916666666666667
2021-05-26,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.9,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.3,2.0,1.7,1.7,0.0,0.85,0.8500000000000002,0.0,0.21071428571428572
2021-05-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.3,2.0,1.7,1.7,0.0,0.85,0.8500000000000002,0.0,0.21071428571428572
2021-05-28,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.575,2.0,1.4000000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.4916666666666667,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.21071428571428572
2021-05-29,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.19166666666666665,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.21071428571428572
2021-05-30,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.19166666666666665,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.21071428571428572
2021-05-31,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.21071428571428572
2021-06-01,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.21071428571428572
2021-06-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.08214285714285714
2021-06-03,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.08214285714285714
2021-06-04,NSW1,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.38125,0.5,0.42500000000000043,0.42500000000000043,0.0,0.425,0.0,0.0,0.12708333333333333,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.05446428571428571
2021-06-05,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.42500000000000043,0.42500000000000043,0.0,0.425,0.0,0.0,0.12708333333333333,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.05446428571428571
2021-06-06,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.42500000000000043,0.42500000000000043,0.0,0.425,0.0,0.0,0.12708333333333333,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.05446428571428571
2021-06-07,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.9750000000000001,0.425,0.0,0.425,0.0,0.0,0.18303571428571427
2021-06-08,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.9750000000000001,0.425,0.0,0.425,0.0,0.0,0.18303571428571427
2021-06-09,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.9750000000000001,0.425,0.0,0.425,0.0,0.0,0.18303571428571427
2021-06-10,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.9750000000000001,0.425,0.0,0.425,0.0,0.0,0.18303571428571427
2021-06-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2021-06-12,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2021-06-13,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2021-06-14,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-16,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,NSW1,1.0,0.85,0.85,0.0,0.0,0.85,0.0,0.6125,1.0,0.8500000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.2041666666666667,1.0,0.85,0.85,0.0,0.0,0.8500000000000002,0.0,0.08750000000000001
2021-06-22,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.2041666666666667,1.0,0.85,0.85,0.0,0.0,0.8500000000000002,0.0,0.08750000000000001
2021-06-23,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.9,2.0,1.4000000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.5041666666666668,2.0,1.4,0.85,0.0,0.0,0.8500000000000002,0.0,0.2160714285714286
2021-06-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.0,0.0,0.0,0.0,0.0,0.3,2.0,1.4,0.85,0.0,0.0,0.8500000000000002,0.0,0.2160714285714286
2021-06-25,NSW1,1.0,0.55,0.55,0.0,0.0,0.0,0.0,0.8125,2.0,1.1000000000000005,0.5500000000000005,0.0,0.0,0.0,0.0,0.5708333333333333,3.0,1.9500000000000002,1.4,0.0,0.0,0.8500000000000002,0.0,0.3321428571428572
2021-06-26,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.5500000000000005,0.0,0.0,0.0,0.0,0.2708333333333333,3.0,1.9500000000000002,1.4,0.0,0.0,0.8500000000000002,0.0,0.3321428571428572
2021-06-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.5500000000000005,0.0,0.0,0.0,0.0,0.2708333333333333,3.0,1.9500000000000002,1.4,0.0,0.0,0.8500000000000002,0.0,0.3321428571428572
2021-06-28,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.75,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.25,3.0,1.95,1.4,0.0,0.85,0.0,0.0,0.35178571428571426
2021-06-29,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.25,3.0,1.9500000000000002,1.4,0.0,0.85,0.0,0.0,0.35178571428571426
2021-06-30,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.25,2.0,1.4,1.4,0.0,0.85,0.0,0.0,0.22321428571428573
2021-07-01,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,1.4,0.0,0.85,0.0,0.0,0.22321428571428573
2021-07-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.10714285714285714
2021-07-03,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.7,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.2333333333333333,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.20714285714285713
2021-07-04,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.2333333333333333,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.20714285714285713
2021-07-05,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.2333333333333333,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.09999999999999999
2021-07-06,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.09999999999999999
2021-07-07,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.09999999999999999
2021-07-08,NSW1,1.0,0.55,0.55,0.0,0.0,0.0,0.0,0.6125,1.0,0.5500000000000005,0.5500000000000005,0.0,0.0,0.0,0.0,0.2041666666666667,2.0,1.4,1.4,0.0,0.85,0.0,0.0,0.1875
2021-07-09,NSW1,1.0,0.55,0.55,0.0,0.0,0.0,0.0,0.7,2.0,1.1000000000000005,1.1000000000000005,0.0,0.0,0.0,0.0,0.4375,3.0,1.9500000000000002,1.9500000000000002,0.0,0.85,0.0,0.0,0.28750000000000003
2021-07-10,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1000000000000005,1.1000000000000005,0.0,0.0,0.0,0.0,0.4375,2.0,1.1,1.1,0.0,0.0,0.0,0.0,0.1875
2021-07-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500000000000005,0.5500000000000005,0.0,0.0,0.0,0.0,0.2333333333333333,2.0,1.1,1.1,0.0,0.0,0.0,0.0,0.1875
2021-07-12,NSW1,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.68125,2.0,1.4000000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.22708333333333333,4.0,2.5,1.95,0.0,0.85,0.0,0.0,0.28482142857142856
2021-07-13,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4000000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.22708333333333333,4.0,2.5,1.9500000000000002,0.0,0.85,0.0,0.0,0.28482142857142856
2021-07-14,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4000000000000004,0.8500000000000004,0.0,0.85,0.0,0.0,0.22708333333333333,4.0,2.5,1.9500000000000002,0.0,0.85,0.0,0.0,0.28482142857142856
2021-07-15,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9500000000000002,1.4,0.0,0.85,0.0,0.0,0.1973214285714286
2021-07-16,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.85,0.0,0.85,0.0,0.0,0.09732142857142857
2021-07-17,NSW1,1.0,0.85,0.85,0.0,0.0,0.85,0.0,0.5875,1.0,0.8500000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.19583333333333333,3.0,2.25,1.7,0.0,0.85,0.8500000000000002,0.0,0.18125
2021-07-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000004,0.8500000000000004,0.0,0.0,0.8500000000000002,0.0,0.19583333333333333,3.0,2.25,1.7,0.0,0.85,0.8500000000000002,0.0,0.18125
